,Unnamed: 0,item name,Время чтения,Сложность,Количество просмотров,В закладках,Комментарии,Автор,Рейтинг автора,Время публикации,Savings_per_Views,norm_ReadingTime,hour
920,920,Tree Oriented Programming,4,1,2800.0,17,62,@iviv,-5.4,2023-04-16 09:09:00,0.006071428571428571,0.03614457831325301,9
921,921,А потом снизу постучали: продажи жестких дисков продолжают обваливаться. Падают и продажи ПК с ноутбуками,3,",",30000.0,27,97,@tgeshka,99.5,2023-04-16 04:41:00,0.0009,0.024096385542168676,4
922,922,Ни одно задание не будет провалено: Spring Boot и Quartz в режиме cluster,9,2,2700.0,38,10,@gearbase,8.1,2023-04-16 00:20:00,0.014074074074074074,0.0963855421686747,0
923,923,Conc: новая библиотека для управления конкурентностью в Go,3,",",5300.0,43,10,@Sophistik99,11.0,2023-04-15 21:37:00,0.008113207547169812,0.024096385542168676,21
924,924,SQL-инъекции для самых маленьких. Часть 3,5,",",6800.0,127,16,@uhahatbl_tv,4.2,2023-04-15 21:36:00,0.018676470588235294,0.04819277108433735,21
925,925,Миф развенчан: распределённые транзакции можно масштабировать,9,",",4200.0,43,4,@Sivchenko_translate,58.4,2023-04-15 19:32:00,0.010238095238095239,0.0963855421686747,19
926,926,BlackMamba или как ChatGPT пишет вредоносы,6,1,9100.0,36,19,@iwannajustask,6.0,2023-04-15 17:40:00,0.003956043956043956,0.060240963855421686,17
927,927,Добавляем pairwise (попарное тестирование) в свой арсенал QA инженера,8,1,7400.0,71,10,@qanva,6.0,2023-04-15 15:58:00,0.009594594594594594,0.08433734939759036,15
928,928,Экспресс-анализ данных на Python,5,1,4500.0,60,5,@DmitriyB_33,3.0,2023-04-15 15:55:00,0.013333333333333334,0.04819277108433735,15
929,929,Как в Индиане чуть не узаконили π = 3.2,10,1,18000.0,37,141,@impwx,16.1,2023-04-15 15:50:00,0.0020555555555555557,0.10843373493975904,15
930,930,Как IT-специалисты-экологи спасут планету,6,",",1900.0,15,10,@Marousssya,4.0,2023-04-15 09:45:00,0.007894736842105263,0.060240963855421686,9
931,931,Обмануть меня не трудно... Я сам обманываться рад,2,1,4600.0,18,21,@Valenta_design,9.0,2023-04-15 09:45:00,0.00391304347826087,0.012048192771084338,9
932,932,Реализация алгоритма SHA-256,8,1,10000.0,119,14,@Demon_block-sha256,25.0,2023-04-15 09:04:00,0.0119,0.08433734939759036,9
933,933,Bioshock Infinite исполнилось 10 лет,6,1,4800.0,14,14,@GeeksCat,93.0,2023-04-15 09:01:00,0.002916666666666667,0.060240963855421686,9
934,934,REST API Firebase или как не заморачиваться с сервером для пет-проекта,2,2,6800.0,61,17,@demetr1ss,4.0,2023-04-15 00:54:00,0.008970588235294117,0.012048192771084338,0
935,935,Мир математики глазами AI,5,1,4800.0,48,14,@Monotirg,5.0,2023-04-14 23:47:00,0.01,0.04819277108433735,23
936,936,5 «Почему» для понимания архитектурных концептов при создании информационных продуктов,16,",",3000.0,39,12,@in86,2.0,2023-04-14 23:00:00,0.013,0.18072289156626506,23
937,937,Telegram бот на ESP32 для удаленного мониторинга и управления насосной станцией,21,2,9700.0,97,18,@marsel790,21.0,2023-04-14 21:55:00,0.01,0.24096385542168675,21
938,938,"Топ-11 ошибок при установке Kubernetes, которые не стоит допускать",14,",",9700.0,80,9,@Asiiat_Gadaborsheva,18.1,2023-04-14 18:55:00,0.008247422680412371,0.1566265060240964,18
939,939,Зачем нам Reactive и как его готовить,20,3,3500.0,35,20,@Taruf,24.0,2023-04-14 18:24:00,0.01,0.2289156626506024,18
940,940,TTS для ИТ,5,1,2700.0,37,28,@grayrat,2.1,2023-04-14 18:10:00,0.013703703703703704,0.04819277108433735,18
941,941,Маски ввода номера телефона на Flutter,4,1,1600.0,16,4,@Kotelnikovekb,6.0,2023-04-14 17:55:00,0.01,0.03614457831325301,17
942,942,Bag of tricks для разметки текстовых данных: Часть 2. Удаление дубликатов,9,2,987.0,19,0,@use_magic,3.0,2023-04-14 17:36:00,0.019250253292806486,0.0963855421686747,17
943,943,Генерируем пифагоровы тройки на RxJS,3,1,1500.0,11,1,@yeswell,3.4,2023-04-14 16:47:00,0.007333333333333333,0.024096385542168676,16
944,944,"Проблема ИИ не в том, что он слишком умён, а в том, что нельзя понять, когда он тупит",9,2,15000.0,41,215,@ushim,30.0,2023-04-14 16:44:00,0.0027333333333333333,0.0963855421686747,16
945,945,Как заставить Jmeter собирать скриншоты графиков после тестов,7,2,1600.0,45,5,@Kavabungoz,23.0,2023-04-14 16:17:00,0.028125,0.07228915662650602,16
946,946,Овладейте всем потенциалом анимирования с Vue,7,2,3700.0,89,2,@Bright_Translate,133.9,2023-04-14 16:15:00,0.024054054054054055,0.07228915662650602,16
947,947,"Два прихлопа, два притопа: как я делал раннер со звуковым управлением на JS",11,1,1200.0,23,5,@SimonBryatov,6.0,2023-04-14 16:05:00,0.019166666666666665,0.12048192771084337,16
948,948,Сети и графы,15,2,3000.0,48,1,@VAE,4.0,2023-04-14 16:04:00,0.016,0.1686746987951807,16
949,949,Применение low-code платформ в энтерпрайзе,16,2,4200.0,22,19,@AlexanderByndyu,6.0,2023-04-14 15:58:00,0.005238095238095238,0.18072289156626506,15
950,950,Анонимные пространства имен vs. static в пространстве имен,6,",",2800.0,30,0,@MaxRokatansky,175.2,2023-04-14 15:13:00,0.010714285714285714,0.060240963855421686,15
951,951,Злоумышленники смогли добраться и до финансовой отрасли России?,7,1,2800.0,9,1,@ptsecurity,-0.1,2023-04-14 14:55:00,0.0032142857142857142,0.07228915662650602,14
952,952,Куда сходить: главные ИТ-события второй половины апреля,4,1,1600.0,5,0,@sanyasamineva,5.0,2023-04-14 14:55:00,0.003125,0.03614457831325301,14
953,953,OpenAssistant: Вышла бесплатная открытая альтернатива ChatGPT,3,1,41000.0,213,121,@took_the_lead,115.1,2023-04-14 14:28:00,0.0051951219512195125,0.024096385542168676,14
954,954,«DEEPFAKE» как программа для ЭВМ — искажения реальной информации: развитие и правомерность,6,1,769.0,2,0,@shushpanov_official,-19.0,2023-04-14 14:00:00,0.002600780234070221,0.060240963855421686,14
955,955,Как я намайнил первое* в мире биткоин**-стихотворение,15,1,7900.0,30,46,@Sirion,101.3,2023-04-14 13:31:00,0.0037974683544303796,0.1686746987951807,13
956,956,"Безопасная разработка по-русски: зачем мы создали собственный фреймворк, и чего нам не хватало в зарубежных моделях",9,",",1900.0,15,0,@gazizovasg,2.5,2023-04-14 13:00:00,0.007894736842105263,0.0963855421686747,13
957,957,Agile управление тест-кейсами,5,",",869.0,19,0,@rikki_tikki,39.4,2023-04-14 12:53:00,0.02186421173762946,0.04819277108433735,12
958,958,Работаем с Git: трудовые будни,14,2,10000.0,175,16,@Wandarnem,16.0,2023-04-14 12:40:00,0.0175,0.1566265060240964,12
959,959,"Что не так со Сбермегамаркетом или, Сбер, пора уже меняться",10,",",13000.0,19,72,@Maslukhin,123.2,2023-04-14 12:29:00,0.0014615384615384616,0.10843373493975904,12
960,960,Работа с размерами изображений с помощью класса Uri в Joomla 4,5,2,479.0,4,1,@sergeytolkachyov,6.0,2023-04-14 12:05:00,0.008350730688935281,0.04819277108433735,12
961,961,RoboGames возвращаются: разбираем все дисциплины крупнейших робоигр,7,1,1500.0,5,1,@Hanamime,31.5,2023-04-14 11:46:00,0.0033333333333333335,0.07228915662650602,11
962,962,Не всё пропало: как мы провели импортозамещение роботов незаметно для 90% пользователей,10,1,3100.0,18,9,@2Shell,15.0,2023-04-14 11:41:00,0.005806451612903226,0.10843373493975904,11
963,963,"Чистый код, часть 1",16,",",9500.0,133,25,@lexus1990,31.1,2023-04-14 11:33:00,0.014,0.18072289156626506,11
964,964,Механизм автопилота мозга управляет сознанием,17,",",7800.0,54,24,@phenik,8.1,2023-04-14 11:29:00,0.006923076923076923,0.1927710843373494,11
965,965,Несите трубы! Как мы строили пайплайн ML-эксперимента,10,2,1300.0,18,5,@alexandrpankratov,2.0,2023-04-14 11:25:00,0.013846153846153847,0.10843373493975904,11
966,966,Приглашаем на Ozon Tech Community Go Meetup (Екатеринбург),2,",",642.0,3,2,@nezhibitskiy,9.0,2023-04-14 11:20:00,0.004672897196261682,0.012048192771084338,11
967,967,«Глаза» беспилотных автомобилей: LiDAR и компьютерное зрение,13,",",2900.0,22,7,@UprightMan,9.2,2023-04-14 11:01:00,0.007586206896551724,0.14457831325301204,11
968,968,Методика оценки BI-систем от «Северстали»,7,",",1400.0,7,3,@severstal,3.0,2023-04-14 11:00:00,0.005,0.07228915662650602,11
969,969,Зачем нужны feature-окружения и как с ними работать,12,1,1200.0,16,0,@seasadm,-3.0,2023-04-14 10:56:00,0.013333333333333334,0.13253012048192772,10
970,970,Как подключить локализацию L10n c Riverpod без ошибок с HTTP Requests,3,1,427.0,6,4,@Garyshker,0.0,2023-04-14 10:53:00,0.01405152224824356,0.024096385542168676,10
971,971,Технологии информационного моделирования на стадии эксплуатации промышленного объекта,7,1,882.0,13,4,@Anastasia_Utenkova,10.0,2023-04-14 10:49:00,0.01473922902494331,0.07228915662650602,10
972,972,"Удивительные клеточные автоматы: вариативные окрестности (взвешенные, Гаусса, «далёкие углы/стороны»)",13,1,1900.0,36,4,@TLHE,76.8,2023-04-14 10:02:00,0.018947368421052633,0.14457831325301204,10
973,973,Storybook: разработка без боли для команды и бизнеса. Возможности и нюансы,13,1,2100.0,29,11,@SimbirSoft_frontend,4.0,2023-04-14 09:59:00,0.01380952380952381,0.14457831325301204,9
974,974,Как на самом деле работает Async/Await в C# (Часть 3),6,3,6100.0,66,3,@nkz-soft,19.6,2023-04-14 09:22:00,0.010819672131147541,0.060240963855421686,9
975,975,"Любовь, смерть и разработка игр",4,1,2400.0,19,6,@GRaAL,8.6,2023-04-14 06:51:00,0.007916666666666667,0.03614457831325301,6
976,976,Как создать множество документов на основе единого шаблона при помощи скрипта внутри гугл таблицы,6,2,1400.0,33,6,@empenoso,12.9,2023-04-14 03:17:00,0.023571428571428573,0.060240963855421686,3
977,977,Регрессионный анализ в DataScience. Часть 3. Аппроксимация,72,2,2600.0,57,17,@ANazarov,25.0,2023-04-14 02:18:00,0.021923076923076924,0.8554216867469879,2
978,978,Как сделать торгового робота для Binance,12,1,12000.0,111,21,@wiseplat,-6.9,2023-04-14 00:38:00,0.00925,0.13253012048192772,0
979,979,Стартап хочет обучить ИИ генерировать арт на лицензионных картинках,6,1,1200.0,4,4,@rudkoks,0.0,2023-04-14 00:08:00,0.0033333333333333335,0.060240963855421686,0
980,980,Обзор технологии Ultra-Wideband на основе трансивера DW1000 (переходник с SPI на UWB),12,",",3100.0,30,7,@aabzel,48.9,2023-04-13 23:15:00,0.00967741935483871,0.13253012048192772,23
981,981,Как устроен massively parallel processing (MPP) в Trino,10,",",853.0,6,1,@devozerov,2.0,2023-04-13 20:38:00,0.007033997655334115,0.10843373493975904,20
